,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.scopes.followers,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
365,Tue Jan 21 16:48:36 +0000 2020,1219663093531279360,1219663093531279360,@poleconCRASSH @james_forder @BalliolOxford @unibirmingham @CRASSHlive is there an abstract?,False,"[71, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219662887322628e+18,1219662887322628096,9.164050683074314e+17,916405068307431424,poleconCRASSH,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'poleconCRASSH', 'name': 'PoliticsOfEconomics', 'id': 916405068307431424, 'id_str': '916405068307431424', 'indices': [0, 14]}, {'screen_name': 'james_forder', 'name': 'James Forder', 'id': 282127778, 'id_str': '282127778', 'indices': [15, 28]}, {'screen_name': 'BalliolOxford', 'name': 'Balliol College', 'id': 951851858, 'id_str': '951851858', 'indices': [29, 43]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [44, 58]}, {'screen_name': 'CRASSHlive', 'name': 'CRASSH, Cambridge', 'id': 89962372, 'id_str': '89962372', 'indices': [59, 70]}]",[],en,recent,1055850644513398784,1055850644513398784,Solange V. Manche,MancheSolange,"Cambridge, England","PhD Candidate in French @Cambridge_uni || Editor @Kings_Review || Previously @EHESS_FR & @ENS_ulm || Writing about Hegel, Marx, Finance & Brains || Does art",https://t.co/NViai5AvJ3,"[{'url': 'https://t.co/NViai5AvJ3', 'expanded_url': 'https://cambridge.academia.edu/SolangeManche', 'display_url': 'cambridge.academia.edu/SolangeManche', 'indices': [0, 23]}]",[],False,604,1476,2,Fri Oct 26 15:56:25 +0000 2018,6097,,,False,False,859,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1167374209494003712/aWGbpkKi_normal.jpg,https://pbs.twimg.com/profile_images/1167374209494003712/aWGbpkKi_normal.jpg,https://pbs.twimg.com/profile_banners/1055850644513398784/1557141069,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Tue Jan 21 16:39:58 +0000 2020,1219660922484068352,1219660922484068352,@maximum_science @unibirmingham This is one of the reasons why you will be an excellent addition to the ARTP workforce committee 😀,False,"[32, 130]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2195949462918636e+18,1219594946291863553,4319106700.0,4319106700,maximum_science,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'maximum_science', 'name': 'Max Thomas', 'id': 4319106700, 'id_str': '4319106700', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,542840949,542840949,Sara McArthur,sarcybint,"Edinburgh, Scotland","Clinical Scientist, Highly Specialised Respiratory Physiologist, Deputy Head of Service, NHS Lothian. #allergy #inhalertechnique #exercise. Own views!",,,[],False,260,454,12,Sun Apr 01 18:32:46 +0000 2012,1539,,,True,False,3651,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1200943063520157696/eU3W38o3_normal.jpg,https://pbs.twimg.com/profile_images/1200943063520157696/eU3W38o3_normal.jpg,https://pbs.twimg.com/profile_banners/542840949/1579477770,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Tue Jan 21 13:55:43 +0000 2020,1219619588188655617,1219619588188655617,"RT @BarberConcerts: Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orche…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'BarberConcerts', 'name': 'Barber Concerts', 'id': 25268972, 'id_str': '25268972', 'indices': [3, 18]}]",[],en,recent,1359428491,1359428491,Emma Margetson,emma__margetson,Birmingham ,"26, PhD student @unibirmingham funded by @Midlands4cities, Electroacoustic @BEASTmusic composer & administrator, Trustee for @sampad_arts",https://t.co/jSlL8v7fVq,"[{'url': 'https://t.co/jSlL8v7fVq', 'expanded_url': 'https://emmamargetson.co.uk', 'display_url': 'emmamargetson.co.uk', 'indices': [0, 23]}]",[],False,392,725,3,Wed Apr 17 13:22:35 +0000 2013,652,,,True,False,427,,False,False,False,E8F5C0,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,True,http://pbs.twimg.com/profile_images/841687991957495808/8Oz9ML1M_normal.jpg,https://pbs.twimg.com/profile_images/841687991957495808/8Oz9ML1M_normal.jpg,https://pbs.twimg.com/profile_banners/1359428491/1524821815,ABB8C2,FFFFFF,F1799C,F7A389,False,False,False,False,False,False,False,none,Tue Jan 21 11:00:50 +0000 2020,1.2195755773609042e+18,1219575577360904192,"Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orchestral Projects and Planning Officer / Solo Performance Administrator- details on @unibirmingham jobs page! #artsjobs #musicjobs #artsadmin",False,"[0, 257]","[{'text': 'artsjobs', 'indices': [226, 235]}, {'text': 'musicjobs', 'indices': [236, 246]}, {'text': 'artsadmin', 'indices': [247, 257]}]",[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [200, 214]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,25268972.0,25268972,Barber Concerts,BarberConcerts,Birmingham,The Midlands most popular chamber music venue. Free Friday lunchtime series. International evening series/Barber Opera/family concerts/Barber Gallery collabs.,https://t.co/uW5xe0JTRe,[],False,1611.0,1370.0,36.0,Thu Mar 19 10:53:34 +0000 2009,319.0,,,True,False,930.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_banners/25268972/1556894328,2FC2EF,000000,252429,666666,True,True,False,False,False,False,False,none,,,,,False,14.0,7.0,False,False,en,"[{'url': 'https://t.co/uW5xe0JTRe', 'expanded_url': 'http://www.barber.org.uk/category/concerts/', 'display_url': 'barber.org.uk/category/conce…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
368,Tue Jan 21 13:45:11 +0000 2020,1219616936008568834,1219616936008568834,@pick_justine @unibirmingham Thanks Justine! Really glad you enjoyed your visit 😊,False,"[29, 81]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219578337150079e+18,1219578337150078976,4211420314.0,4211420314,pick_justine,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'pick_justine', 'name': 'Justine Pick', 'id': 4211420314, 'id_str': '4211420314', 'indices': [0, 13]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [14, 28]}]",[],en,recent,65058100,65058100,The Barber Institute,BarberInstitute,Birmingham,Art gallery & concert hall on the @unibirmingham campus. Open 7 days a week: 10-5 Mon-Fri & 11-5 Sat & Sun. ✨,https://t.co/7t79OV0uv8,"[{'url': 'https://t.co/7t79OV0uv8', 'expanded_url': 'http://www.barber.org.uk', 'display_url': 'barber.org.uk', 'indices': [0, 23]}]",[],False,7078,662,241,Wed Aug 12 15:07:46 +0000 2009,2856,,,True,False,5348,,False,False,False,C6AA7C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/474186708150263808/Kjw4-cMx_normal.jpeg,https://pbs.twimg.com/profile_images/474186708150263808/Kjw4-cMx_normal.jpeg,https://pbs.twimg.com/profile_banners/65058100/1579622937,D0A12B,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Tue Jan 21 11:57:32 +0000 2020,1219589846055952384,1219589846055952384,"RT @BarberConcerts: Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orche…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'BarberConcerts', 'name': 'Barber Concerts', 'id': 25268972, 'id_str': '25268972', 'indices': [3, 18]}]",[],en,recent,326160811,326160811,Helen Abbott,HelenAbbott1,,"Specialist in French poetry, voice & music 🗣 🎶 Professor of Modern Languages @unibirmingham. Internationalisation @artsatbham. Director @baudelaireproj.",https://t.co/3OFlTDjhzy,"[{'url': 'https://t.co/3OFlTDjhzy', 'expanded_url': 'http://helenabbott.wordpress.com/', 'display_url': 'helenabbott.wordpress.com', 'indices': [0, 23]}]",[],False,2990,4983,41,Wed Jun 29 13:39:50 +0000 2011,10103,,,False,False,5651,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/732987023028539392/ghLnG4bR_normal.jpg,https://pbs.twimg.com/profile_images/732987023028539392/ghLnG4bR_normal.jpg,https://pbs.twimg.com/profile_banners/326160811/1436882865,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Tue Jan 21 11:00:50 +0000 2020,1.2195755773609042e+18,1219575577360904192,"Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orchestral Projects and Planning Officer / Solo Performance Administrator- details on @unibirmingham jobs page! #artsjobs #musicjobs #artsadmin",False,"[0, 257]","[{'text': 'artsjobs', 'indices': [226, 235]}, {'text': 'musicjobs', 'indices': [236, 246]}, {'text': 'artsadmin', 'indices': [247, 257]}]",[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [200, 214]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,25268972.0,25268972,Barber Concerts,BarberConcerts,Birmingham,The Midlands most popular chamber music venue. Free Friday lunchtime series. International evening series/Barber Opera/family concerts/Barber Gallery collabs.,https://t.co/uW5xe0JTRe,[],False,1611.0,1370.0,36.0,Thu Mar 19 10:53:34 +0000 2009,319.0,,,True,False,930.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_banners/25268972/1556894328,2FC2EF,000000,252429,666666,True,True,False,False,False,False,False,none,,,,,False,14.0,7.0,False,False,en,"[{'url': 'https://t.co/uW5xe0JTRe', 'expanded_url': 'http://www.barber.org.uk/category/concerts/', 'display_url': 'barber.org.uk/category/conce…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
381,Tue Jan 21 11:55:51 +0000 2020,1219589420757803008,1219589420757803008,"@Geo_LisaWest @UoB_Geography PGDipEd in 2010-11 cohort, MA in 2012-13 &amp; returned again this Sep to begin a PhD. Continued to work w/@UoB_Geography over this time on lots of exciting projects, w/ colleagues from a range of different cohorts, definitely one big #PGDipEdFamily Fab @GeogBham too @unibirmingham",False,"[29, 311]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.218490842941395e+18,1218490842941394944,1.2180974081119355e+18,1218097408111935489,Geo_LisaWest,,,,,False,0,2,False,False,en,"[{'text': 'PGDipEdFamily', 'indices': [264, 278]}]",[],"[{'screen_name': 'Geo_LisaWest', 'name': 'Lisa West 🌸', 'id': 1218097408111935489, 'id_str': '1218097408111935489', 'indices': [0, 13]}, {'screen_name': 'UoB_Geography', 'name': 'UoBTeach Geography', 'id': 2467840842, 'id_str': '2467840842', 'indices': [14, 28]}, {'screen_name': 'UoB_Geography', 'name': 'UoBTeach Geography', 'id': 2467840842, 'id_str': '2467840842', 'indices': [136, 150]}, {'screen_name': 'GeogBham', 'name': 'Geography Birmingham', 'id': 1926665545, 'id_str': '1926665545', 'indices': [283, 292]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [297, 311]}]",[],en,recent,1129703199752019968,1129703199752019968,Ruth Till,RuthHTill,,PhD (FT) @unibirmingham focusing on the recruitment and retention of Geography teachers. Teacher of Geography. Trustee of @SalveInt. Member of @CcnUob,,,[],False,204,361,1,Sat May 18 11:00:06 +0000 2019,968,,,False,False,475,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1129705016275755008/CkCsO1Dc_normal.jpg,https://pbs.twimg.com/profile_images/1129705016275755008/CkCsO1Dc_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Tue Jan 21 11:33:13 +0000 2020,1219583723135537154,1219583723135537154,"RT @BarberConcerts: Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orche…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,14,0,False,False,en,[],[],"[{'screen_name': 'BarberConcerts', 'name': 'Barber Concerts', 'id': 25268972, 'id_str': '25268972', 'indices': [3, 18]}]",[],en,recent,2713312521,2713312521,Jack Apperley,jdeapperley,London,London-based Conductor MD for @Concordiavoices @ICChamberChoir University Women’s Choir at UoB @UoBMS @RCPLondon Alumnus @RoyalAcadMusic @unibirmingham,https://t.co/fXDRY7GCxS,"[{'url': 'https://t.co/fXDRY7GCxS', 'expanded_url': 'https://jackapperley.com', 'display_url': 'jackapperley.com', 'indices': [0, 23]}]",[],False,671,578,8,Tue Jul 15 21:43:40 +0000 2014,5584,,,True,False,2226,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1046776662862561280/0smJlyRW_normal.jpg,https://pbs.twimg.com/profile_images/1046776662862561280/0smJlyRW_normal.jpg,https://pbs.twimg.com/profile_banners/2713312521/1538405981,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Tue Jan 21 11:00:50 +0000 2020,1.2195755773609042e+18,1219575577360904192,"Jobs, jobs, jobs! We are on the look out for two new permanent members of our University Music and Concerts Team. Orchestral Projects and Planning Officer / Solo Performance Administrator- details on @unibirmingham jobs page! #artsjobs #musicjobs #artsadmin",False,"[0, 257]","[{'text': 'artsjobs', 'indices': [226, 235]}, {'text': 'musicjobs', 'indices': [236, 246]}, {'text': 'artsadmin', 'indices': [247, 257]}]",[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [200, 214]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,25268972.0,25268972,Barber Concerts,BarberConcerts,Birmingham,The Midlands most popular chamber music venue. Free Friday lunchtime series. International evening series/Barber Opera/family concerts/Barber Gallery collabs.,https://t.co/uW5xe0JTRe,[],False,1611.0,1370.0,36.0,Thu Mar 19 10:53:34 +0000 2009,319.0,,,True,False,930.0,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_images/3174930336/58b8bee1ed6aa97966b44a17afc5edd5_normal.jpeg,https://pbs.twimg.com/profile_banners/25268972/1556894328,2FC2EF,000000,252429,666666,True,True,False,False,False,False,False,none,,,,,False,14.0,7.0,False,False,en,"[{'url': 'https://t.co/uW5xe0JTRe', 'expanded_url': 'http://www.barber.org.uk/category/concerts/', 'display_url': 'barber.org.uk/category/conce…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
385,Tue Jan 21 11:24:12 +0000 2020,1219581454126108672,1219581454126108672,"@unibirmingham Professor Huddart, Professor of Urological Cancer at the ICR, and Consultant in Urological Oncology at The @royalmarsdenNHS, said:

“Understanding what drives the deterioration in quality of life seen in some patients should be a priority for future research in bladder cancer.”",False,"[15, 293]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195804355351388e+18,1219580435535138816,441052871.0,441052871,ICR_London,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [0, 14]}, {'screen_name': 'royalmarsdenNHS', 'name': 'The Royal Marsden NHS Foundation Trust', 'id': 702542288694726656, 'id_str': '702542288694726656', 'indices': [122, 138]}]",[],en,recent,441052871,441052871,The ICR,ICR_London,"London, UK","The Institute of Cancer Research is making the discoveries that defeat cancer. We're the UK's top academic research centre, a postgrad college, and a charity.",https://t.co/HmsYysxUpl,"[{'url': 'https://t.co/HmsYysxUpl', 'expanded_url': 'https://www.icr.ac.uk', 'display_url': 'icr.ac.uk', 'indices': [0, 23]}]",[],False,15177,1101,314,Mon Dec 19 17:56:04 +0000 2011,8264,,,False,True,20722,,False,False,False,ADAFAF,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1148327363702378496/HDO6LA6H_normal.png,https://pbs.twimg.com/profile_images/1148327363702378496/HDO6LA6H_normal.png,https://pbs.twimg.com/profile_banners/441052871/1562564936,A71930,FFFFFF,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Tue Jan 21 11:20:09 +0000 2020,1219580435535138816,1219580435535138816,"In the phase III trial, jointly led by researchers at the ICR and the @unibirmingham, patients with muscle invasive bladder cancer were randomised to receive radiotherapy with or without chemotherapy, alongside different types of radiotherapy to the bladder.",False,"[0, 258]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195785688518287e+18,1219578568851828742,441052871.0,441052871,ICR_London,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [70, 84]}]",[],en,recent,441052871,441052871,The ICR,ICR_London,"London, UK","The Institute of Cancer Research is making the discoveries that defeat cancer. We're the UK's top academic research centre, a postgrad college, and a charity.",https://t.co/HmsYysxUpl,"[{'url': 'https://t.co/HmsYysxUpl', 'expanded_url': 'https://www.icr.ac.uk', 'display_url': 'icr.ac.uk', 'indices': [0, 23]}]",[],False,15177,1101,314,Mon Dec 19 17:56:04 +0000 2011,8264,,,False,True,20722,,False,False,False,ADAFAF,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1148327363702378496/HDO6LA6H_normal.png,https://pbs.twimg.com/profile_images/1148327363702378496/HDO6LA6H_normal.png,https://pbs.twimg.com/profile_banners/441052871/1562564936,A71930,FFFFFF,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Tue Jan 21 10:34:30 +0000 2020,1219568949161009152,1219568949161009152,@PAPYRUS_tweets @unibirmingham We hope today goes well. Thank you for everything you do to support students.,False,"[31, 108]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195679154497004e+18,1219567915449700354,67577416.0,67577416,PAPYRUS_tweets,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PAPYRUS_tweets', 'name': 'PAPYRUS', 'id': 67577416, 'id_str': '67577416', 'indices': [0, 15]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [16, 30]}]",[],en,recent,125716845,125716845,The Student Room Group,tsrmatters,Brighton,"75% of UK students use our sites. Follow us for insights & research on #students, #education & the #youth market. If you're a student, head to @thestudentroom",,,[],False,7499,6215,186,Tue Mar 23 16:55:52 +0000 2010,3782,,,True,False,6273,,False,False,False,EDEDE6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1040175265639555072/EwaCEQC8_normal.jpg,https://pbs.twimg.com/profile_images/1040175265639555072/EwaCEQC8_normal.jpg,https://pbs.twimg.com/profile_banners/125716845/1553265309,1B95E0,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
