,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
29,Fri Jan 24 16:12:05 +0000 2020,1220741068880334849,1220741068880334849,"@sw4618 @DavidRozekPhD @apdeprince @UCF @KateMIverson Wow, awesome! Looking forward to checking out these labs",False,"[54, 110]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206910271174e+18,1220691027117400064,170917201.0,170917201,sw4618,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'sw4618', 'name': 'Steph Wells, Ph.D.', 'id': 170917201, 'id_str': '170917201', 'indices': [0, 7]}, {'screen_name': 'DavidRozekPhD', 'name': 'David Rozek', 'id': 1069856112650809345, 'id_str': '1069856112650809345', 'indices': [8, 22]}, {'screen_name': 'apdeprince', 'name': 'Anne P. DePrince', 'id': 2347677553, 'id_str': '2347677553', 'indices': [23, 34]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [35, 39]}, {'screen_name': 'KateMIverson', 'name': 'Katherine (Kate) Iverson', 'id': 1931414497, 'id_str': '1931414497', 'indices': [40, 53]}]",[],en,recent,1219969680334520320,1219969680334520320,Danielle Shayani,DanielleShayani,"Boston, MA","Research Technician at the Women’s Health Science Division, National Center for PTSD, Northeastern Graduate, PTSD, IPV, Women’s Health 💪🏼",,,[],False,18,32,0,Wed Jan 22 13:07:11 +0000 2020,22,,,False,False,3,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219971289387016194/EHwDjtsb_normal.jpg,https://pbs.twimg.com/profile_images/1219971289387016194/EHwDjtsb_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Fri Jan 24 15:08:31 +0000 2020,1220725071389560836,1220725071389560836,"RT @UCF: Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 117]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,15,0,False,False,en,"[{'text': 'UCFGrad', 'indices': [51, 59]}]",[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}]",[],en,recent,2292877801,2292877801,UCF Engineering,UCFCECS,"Orlando, FL",Welcome to the official Twitter page of the @UCF College of Engineering & Computer Science!,http://t.co/Sjj1kDh88x,"[{'url': 'http://t.co/Sjj1kDh88x', 'expanded_url': 'http://www.cecs.ucf.edu/', 'display_url': 'cecs.ucf.edu', 'indices': [0, 22]}]",[],False,2028,729,42,Wed Jan 15 15:29:01 +0000 2014,1591,,,True,False,1409,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/900052255256137728/dFDRAai-_normal.jpg,https://pbs.twimg.com/profile_images/900052255256137728/dFDRAai-_normal.jpg,https://pbs.twimg.com/profile_banners/2292877801/1389800847,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 21:34:00 +0000 2020,1.2204596921509396e+18,1220459692150939649,"Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 108]","[{'text': 'UCFGrad', 'indices': [42, 50]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,15.0,81.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
34,Fri Jan 24 13:17:15 +0000 2020,1220697068219641856,1220697068219641856,"RT @UCF: Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 117]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,15,0,False,False,en,"[{'text': 'UCFGrad', 'indices': [51, 59]}]",[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}]",[],en,recent,1173948726554976256,1173948726554976256,UCF Burnett Honors College,ucfbhc,"Orlando, FL",Cultivating talent. Inspiring excellence. We are the Burnett Honors College at the University of Central Florida. #UCF #UCFHonors,https://t.co/xqtIWIg9ld,"[{'url': 'https://t.co/xqtIWIg9ld', 'expanded_url': 'http://www.honors.ucf.edu', 'display_url': 'honors.ucf.edu', 'indices': [0, 23]}]",[],False,73,62,3,Tue Sep 17 13:16:10 +0000 2019,103,,,False,False,68,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1174009788574793728/SKXRvd-8_normal.jpg,https://pbs.twimg.com/profile_images/1174009788574793728/SKXRvd-8_normal.jpg,https://pbs.twimg.com/profile_banners/1173948726554976256/1568740721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Thu Jan 23 21:34:00 +0000 2020,1.2204596921509396e+18,1220459692150939649,"Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 108]","[{'text': 'UCFGrad', 'indices': [42, 50]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,15.0,81.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
38,Fri Jan 24 05:15:47 +0000 2020,1220575902913961984,1220575902913961984,@sw4618 @apdeprince @UCF Amie Newins and are I also looking at doing some trauma related to sexual assault - so she may also be a great person to look at!,False,"[25, 154]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220575527704068e+18,1220575527704068096,1.0698561126508093e+18,1069856112650809345,DavidRozekPhD,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'sw4618', 'name': 'Steph Wells, Ph.D.', 'id': 170917201, 'id_str': '170917201', 'indices': [0, 7]}, {'screen_name': 'apdeprince', 'name': 'Anne P. DePrince', 'id': 2347677553, 'id_str': '2347677553', 'indices': [8, 19]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [20, 24]}]",[],en,recent,1069856112650809345,1069856112650809345,David Rozek,DavidRozekPhD,"Salt Lake City, UT","Psychologist, scientist, educator. Passionate about suicide, PTSD, evidenced-based treatments, and implementation science.",,,[],False,899,1326,10,Tue Dec 04 07:29:08 +0000 2018,2062,,,False,False,864,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1069857448737927169/yI3ogH8__normal.jpg,https://pbs.twimg.com/profile_images/1069857448737927169/yI3ogH8__normal.jpg,https://pbs.twimg.com/profile_banners/1069856112650809345/1543910375,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 05:14:17 +0000 2020,1220575527704068096,1220575527704068096,@sw4618 @apdeprince Yes! A colleague and I are working on a project or two the will be woman specific and I am collecting a bit of data on ipv. We also have a new cluster here @ucf that is focused on violence against women and I’m just starting to meet many of the talented people there.,False,"[20, 287]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220530783200469e+18,1220530783200468992,170917201.0,170917201,sw4618,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'sw4618', 'name': 'Steph Wells, Ph.D.', 'id': 170917201, 'id_str': '170917201', 'indices': [0, 7]}, {'screen_name': 'apdeprince', 'name': 'Anne P. DePrince', 'id': 2347677553, 'id_str': '2347677553', 'indices': [8, 19]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [176, 180]}]",[],en,recent,1069856112650809345,1069856112650809345,David Rozek,DavidRozekPhD,"Salt Lake City, UT","Psychologist, scientist, educator. Passionate about suicide, PTSD, evidenced-based treatments, and implementation science.",,,[],False,899,1326,10,Tue Dec 04 07:29:08 +0000 2018,2062,,,False,False,864,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1069857448737927169/yI3ogH8__normal.jpg,https://pbs.twimg.com/profile_images/1069857448737927169/yI3ogH8__normal.jpg,https://pbs.twimg.com/profile_banners/1069856112650809345/1543910375,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Fri Jan 24 04:59:56 +0000 2020,1220571914890108929,1220571914890108929,"RT @UCF: Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,15,0,False,False,en,"[{'text': 'UCFGrad', 'indices': [51, 59]}]",[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}]",[],en,recent,2361009454,2361009454,claire kelly,clairekelly101,,ucf,,,[],False,201,311,1,Sun Feb 23 15:14:11 +0000 2014,32331,,,True,False,5101,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1214759008176922624/7XcW3eMP_normal.jpg,https://pbs.twimg.com/profile_images/1214759008176922624/7XcW3eMP_normal.jpg,https://pbs.twimg.com/profile_banners/2361009454/1578456136,000000,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 21:34:00 +0000 2020,1.2204596921509396e+18,1220459692150939649,"Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 108]","[{'text': 'UCFGrad', 'indices': [42, 50]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,15.0,81.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
43,Fri Jan 24 03:34:42 +0000 2020,1220550467748597760,1220550467748597760,"Question submitted by a @UCF faculty member for @ThadSeymour, Beverly Seay, @OrlandoMagic Alex Martin, the Board of Trustees, the @FLBOG &amp; @randyfine: How is it possible the @UCF library is still named after John C. Hitt?",False,"[0, 225]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [24, 28]}, {'screen_name': 'ThadSeymour', 'name': 'Thad Seymour', 'id': 256726086, 'id_str': '256726086', 'indices': [48, 60]}, {'screen_name': 'OrlandoMagic', 'name': 'Orlando Magic', 'id': 19537303, 'id_str': '19537303', 'indices': [76, 89]}, {'screen_name': 'FLBOG', 'name': 'Board of Governors', 'id': 884483948, 'id_str': '884483948', 'indices': [130, 136]}, {'screen_name': 'randyfine', 'name': 'Randy Fine', 'id': 29380753, 'id_str': '29380753', 'indices': [143, 153]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [178, 182]}]",[],en,recent,1204117883976142848,1204117883976142848,University of Corruption and Fraud,of_ucf,,"Bloggers. Current-former faculty, staff & students sharing information about University Corruption and Fraud (universityofcorruptionandfraud@gmail.com)",,,[],False,830,92,3,Mon Dec 09 19:17:41 +0000 2019,56,,,True,False,89,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216330777547497472/XsmvYwSl_normal.jpg,https://pbs.twimg.com/profile_images/1216330777547497472/XsmvYwSl_normal.jpg,https://pbs.twimg.com/profile_banners/1204117883976142848/1579811750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fri Jan 24 02:55:05 +0000 2020,1220540494649987072,1220540494649987072,@raquelcalvoo @UCF Hey cuzzooo 😂👋🏼,False,"[19, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220539929907925e+18,1220539929907924993,7.80168799207252e+17,780168799207251969,raquelcalvoo,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'raquelcalvoo', 'name': 'raquel ! ✰', 'id': 780168799207251969, 'id_str': '780168799207251969', 'indices': [0, 13]}, {'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [14, 18]}]",[],en,recent,836308614772031489,836308614772031489,Breanna Sorensen,BreannaSorensen,"Orlando, FL",@NavyAthletics Multimedia Reporter - @UCF Grad - Instagram: BreannaSorensenTV,https://t.co/MC4UH6cGC8,"[{'url': 'https://t.co/MC4UH6cGC8', 'expanded_url': 'http://www.breannasorensen.com', 'display_url': 'breannasorensen.com', 'indices': [0, 23]}]",[],False,1580,1282,9,Mon Feb 27 20:14:46 +0000 2017,7663,,,True,False,1565,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1102681081805983750/3QMHPXDw_normal.jpg,https://pbs.twimg.com/profile_images/1102681081805983750/3QMHPXDw_normal.jpg,https://pbs.twimg.com/profile_banners/836308614772031489/1567388837,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e1f10a172f7a2ab,https://api.twitter.com/1.1/geo/id/4e1f10a172f7a2ab.json,city,Parole,"Parole, MD",US,United States,[],Polygon,"[[[-76.608815, 38.9536925], [-76.502639, 38.9536925], [-76.502639, 39.03047], [-76.608815, 39.03047]]]"
49,Fri Jan 24 02:30:10 +0000 2020,1220534226749153281,1220534226749153281,"#UPDATE: @UCF acknowledged our q’s about @UCFProvost Elizabeth Dooley’s paid leave after previously refusing to respond to emails. 

A UCF spokesperson confirmed she remains on paid leave despite an interim provost being named today. More info to come, check back for #updates.",False,"[0, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,10,False,False,en,"[{'text': 'UPDATE', 'indices': [0, 7]}, {'text': 'updates', 'indices': [268, 276]}]",[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [9, 13]}, {'screen_name': 'UCFProvost', 'name': 'Elizabeth A. Dooley', 'id': 1056954901903929345, 'id_str': '1056954901903929345', 'indices': [41, 52]}]",[],en,recent,50300831,50300831,UCF Knight News,UCFKnightNews,"Orlando, FL",| The Leader in UCF News | #UCF #Orlando | Email: news@knightnews.com  | UCF Football | Campus News | Breaking News | RT ≠ Endorsements |,https://t.co/t0tGqD0t8R,"[{'url': 'https://t.co/t0tGqD0t8R', 'expanded_url': 'https://knightnews.com/', 'display_url': 'knightnews.com', 'indices': [0, 23]}]",[],False,25474,1984,254,Wed Jun 24 13:14:30 +0000 2009,6974,,,False,False,19697,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/563898089589600257/PINwEG0e_normal.jpeg,https://pbs.twimg.com/profile_images/563898089589600257/PINwEG0e_normal.jpeg,https://pbs.twimg.com/profile_banners/50300831/1574984940,0084B4,FFFFFF,DBDBDB,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fri Jan 24 02:23:40 +0000 2020,1220532589074796544,1220532589074796544,"RT @UCF: Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 117]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,15,0,False,False,en,"[{'text': 'UCFGrad', 'indices': [51, 59]}]",[],"[{'screen_name': 'UCF', 'name': 'UCF', 'id': 18999501, 'id_str': '18999501', 'indices': [3, 7]}]",[],en,recent,2425556782,2425556782,mary,marythaooo,florida,22 | ucf ‘20 | @saintvil_ 💕,https://t.co/IC2FUFVYUE,"[{'url': 'https://t.co/IC2FUFVYUE', 'expanded_url': 'http://Instagram.com/marythaooo', 'display_url': 'Instagram.com/marythaooo', 'indices': [0, 23]}]",[],False,204,108,0,Thu Mar 20 21:28:19 +0000 2014,9060,,,True,False,11354,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205580402288742407/Zyx72DGI_normal.jpg,https://pbs.twimg.com/profile_images/1205580402288742407/Zyx72DGI_normal.jpg,https://pbs.twimg.com/profile_banners/2425556782/1534740808,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,Thu Jan 23 21:34:00 +0000 2020,1.2204596921509396e+18,1220459692150939649,"Nobody:

Absolutely no one: 

Spring 2020 #UCFGrad: I'M GRADUATING THIS SEMESTER AND I WANT EVERYONE TO KNOW",False,"[0, 108]","[{'text': 'UCFGrad', 'indices': [42, 50]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,18999501.0,18999501,UCF,UCF,"Orlando, Florida","University of Central Florida. Committed to student success, @UCFALUMNI, innovation and faculty excellence. Go @UCFKnights. #ChargeOn | https://t.co/PpKaO1mUOF",https://t.co/T4HPl8hPpv,"[{'url': 'https://t.co/PpKaO1mUOF', 'expanded_url': 'http://instagram.com/ucf.edu', 'display_url': 'instagram.com/ucf.edu', 'indices': [136, 159]}]",False,178376.0,1217.0,780.0,Wed Jan 14 22:34:41 +0000 2009,32879.0,,,True,True,24460.0,,False,False,False,FFCC00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_images/462235833274073088/2Mo_aqES_normal.png,https://pbs.twimg.com/profile_banners/18999501/1578087821,FFC904,FFFFFF,CCCCCC,333333,False,True,False,False,False,False,False,none,,,,,False,15.0,81.0,False,False,en,"[{'url': 'https://t.co/T4HPl8hPpv', 'expanded_url': 'http://www.ucf.edu', 'display_url': 'ucf.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
